dataset,foundational_model,adapter,n_features,n_components,is_fine_tuned,context_length,forecasting_horizon,running_time,seed,metric,value,use_revin,pca_in_preprocessing
ETTh2,AutonLab/MOMENT-1-large,pca,7,2,True,512,720,119.77373743057252,14865,mae,0.8370956144242814,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,2,True,512,720,119.77373743057252,14865,scaled_mse,1.4382024003358564,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,2,True,512,720,119.77373743057252,14865,scaled_mae,0.9201134184708928,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,False,512,720,70.48016667366028,6337,mse,0.4381130482557223,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,False,512,720,70.48016667366028,6337,mae,0.4696208711410267,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,False,512,720,70.48016667366028,6337,scaled_mse,0.5351322687825234,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,False,512,720,70.48016667366028,6337,scaled_mae,0.5094638451924725,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,False,512,720,76.52946639060974,6337,mse,0.42542936395183,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,False,512,720,76.52946639060974,6337,mae,0.4547881579657115,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,False,512,720,76.52946639060974,6337,scaled_mse,0.5247417446908713,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,False,512,720,76.52946639060974,6337,scaled_mae,0.4952910699101022,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,3,True,512,720,130.29242849349976,14865,mse,1.144173381933305,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,3,True,512,720,130.29242849349976,14865,mae,0.8285340276688626,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,3,True,512,720,130.29242849349976,14865,scaled_mse,1.415454479228854,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,3,True,512,720,130.29242849349976,14865,scaled_mae,0.9070386561361756,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,4,True,512,720,140.01511025428772,14865,mse,1.0404682551378135,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,4,True,512,720,140.01511025428772,14865,mae,0.7158699521913976,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,4,True,512,720,140.01511025428772,14865,scaled_mse,1.1956784926273667,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,4,True,512,720,140.01511025428772,14865,scaled_mae,0.7696093576065746,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,5,True,512,720,154.867121219635,14865,mse,0.6735104076925664,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,5,True,512,720,154.867121219635,14865,mae,0.6519978654166176,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,5,True,512,720,154.867121219635,14865,scaled_mse,0.7905859870644106,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,5,True,512,720,154.867121219635,14865,scaled_mae,0.7010472578307323,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,True,512,720,167.59670639038086,14865,mse,0.4151839740722392,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,True,512,720,167.59670639038086,14865,mae,0.4609841485917451,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,True,512,720,167.59670639038086,14865,scaled_mse,0.5050575164027203,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,6,True,512,720,167.59670639038086,14865,scaled_mae,0.4995326909519196,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,True,512,720,180.92458319664,14865,mse,0.4082606983619772,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,True,512,720,180.92458319664,14865,mae,0.4503257079465969,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,True,512,720,180.92458319664,14865,scaled_mse,0.4977130799906407,False,False
ETTh2,AutonLab/MOMENT-1-large,pca,7,7,True,512,720,180.92458319664,14865,scaled_mae,0.488807653274903,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.81333589553833,6916,mse,0.463720027412202,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.81333589553833,6916,mae,0.434855626217968,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.81333589553833,6916,scaled_mse,0.462273977479425,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.81333589553833,6916,scaled_mae,0.4355236962912417,False,False
ETTh1,Salesforce/moirai-1.1-R-large,,7,7,False,512,96,44.58380365371704,15640,mse,6.4548125057450445,False,False
ETTh1,Salesforce/moirai-1.1-R-large,,7,7,False,512,96,44.58380365371704,15640,mae,0.4076015326919781,False,False
ETTh1,Salesforce/moirai-1.1-R-large,,7,7,False,512,96,44.58380365371704,15640,scaled_mse,7.59463768155802,False,False
ETTh1,Salesforce/moirai-1.1-R-large,,7,7,False,512,96,44.58380365371704,15640,scaled_mae,0.4089602323744928,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.313863754272461,14811,mse,1.017280218749873,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.313863754272461,14811,mae,0.7523881671136716,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.313863754272461,14811,scaled_mse,1.0144761852683986,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.313863754272461,14811,scaled_mae,0.7537677270029252,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.595801115036011,14811,mse,0.8936893566282662,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.595801115036011,14811,mae,0.7169943219057924,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.595801115036011,14811,scaled_mse,0.8904689048148203,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.595801115036011,14811,scaled_mae,0.7180191499833705,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.629130125045776,14811,mse,0.8466085089962104,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.629130125045776,14811,mae,0.6837994783401096,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.629130125045776,14811,scaled_mse,0.8435145065408183,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.629130125045776,14811,scaled_mae,0.6846016973214125,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.973085403442385,14811,mse,0.6939785584949908,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.973085403442385,14811,mae,0.600351775268109,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.973085403442385,14811,scaled_mse,0.6913441157443793,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.973085403442385,14811,scaled_mae,0.6017107415001495,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.30071187019348,14811,mse,0.4584058519892492,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.30071187019348,14811,mae,0.4490974121604675,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.30071187019348,14811,scaled_mse,0.4561379120935412,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.30071187019348,14811,scaled_mae,0.449616851443159,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.496819972991943,15029,mse,444.4287531606485,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.496819972991943,15029,mae,1.1860827665068263,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.496819972991943,15029,scaled_mse,440.97256291618737,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,6.496819972991943,15029,scaled_mae,1.173399211713218,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,8.721765756607056,15029,mse,105.5494942901317,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,8.721765756607056,15029,mae,0.8112603768100081,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,8.721765756607056,15029,scaled_mse,104.75075459280887,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,8.721765756607056,15029,scaled_mae,0.8108877124705703,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,15.699539422988892,14811,mse,0.4594118806866269,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,15.699539422988892,14811,mae,0.4497272552929542,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,15.699539422988892,14811,scaled_mse,0.4571212823890896,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,15.699539422988892,14811,scaled_mae,0.4502328328864078,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,9.964874267578123,15029,mse,92.95524726943306,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,9.964874267578123,15029,mae,0.7857422029687295,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,9.964874267578123,15029,scaled_mse,92.24967377632932,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,9.964874267578123,15029,scaled_mae,0.7857012127299857,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,20.902549028396606,14811,mse,0.4597173305862582,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,20.902549028396606,14811,mae,0.4497803160129149,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,20.902549028396606,14811,scaled_mse,0.4574207157920789,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,20.902549028396606,14811,scaled_mae,0.4502844163308939,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,14.902992725372314,15029,mse,65.24466398625788,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,14.902992725372314,15029,mae,0.7582507649166698,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,14.902992725372314,15029,scaled_mse,64.74901332416401,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,14.902992725372314,15029,scaled_mae,0.7571697218428936,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,12.37562870979309,15029,mse,38.31129398193464,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,12.37562870979309,15029,mae,0.7427807126679093,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,12.37562870979309,15029,scaled_mse,38.018037260221945,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,12.37562870979309,15029,scaled_mae,0.742204092145592,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,5.84928035736084,6820,mse,9.798614763681428,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,5.84928035736084,6820,mae,1.1510365383926542,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,5.84928035736084,6820,scaled_mse,9.695135261601534,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,96,5.84928035736084,6820,scaled_mae,1.1385272150778094,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.7555742263793945,6820,mse,164.1051963417929,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.7555742263793945,6820,mae,0.8129237239831523,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.7555742263793945,6820,scaled_mse,162.85445817699136,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,96,6.7555742263793945,6820,scaled_mae,0.8125451414324344,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.39319396018982,6820,mse,248.19202904611964,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.39319396018982,6820,mae,0.7865679138056915,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.39319396018982,6820,scaled_mse,246.28973318083524,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,96,8.39319396018982,6820,scaled_mae,0.7865260829387265,False,False
ETTh2,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.973036050796509,8467,mse,108930045.4116954,False,False
ETTh2,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.973036050796509,8467,mae,21.782281395406915,False,False
ETTh2,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.973036050796509,8467,scaled_mse,106719539.51061796,False,False
ETTh2,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,15.973036050796509,8467,scaled_mae,21.56186371982318,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.706231594085692,6820,mse,9.481824699787492,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.706231594085692,6820,mae,0.7366809731899879,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.706231594085692,6820,scaled_mse,9.415946739229742,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,96,9.706231594085692,6820,scaled_mae,0.7357048054353074,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.32046604156494,6820,mse,10.689811749378949,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.32046604156494,6820,mae,0.7196526404879412,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.32046604156494,6820,scaled_mse,10.618658797501888,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,96,11.32046604156494,6820,scaled_mae,0.7192026711005539,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,12.37760329246521,6820,mse,3548.930769254749,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,12.37760329246521,6820,mae,0.7200098883361347,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,12.37760329246521,6820,scaled_mse,3577.727837891948,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,96,12.37760329246521,6820,scaled_mae,0.7178710751216948,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,14.582378625869753,6820,mse,2589.9052033438525,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,14.582378625869753,6820,mae,0.6693567628980301,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,14.582378625869753,6820,scaled_mse,2613.842882551734,False,False
ETTh2,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,96,14.582378625869753,6820,scaled_mae,0.6673448618198011,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,192,10.442429304122925,7148,mse,1.0251933564481066,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,192,10.442429304122925,7148,mae,0.7555300841747303,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,192,10.442429304122925,7148,scaled_mse,1.0205581216706827,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,192,10.442429304122925,7148,scaled_mae,0.7564372119201428,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,192,10.71513056755066,7148,mse,0.927077291284342,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,192,10.71513056755066,7148,mae,0.7265728300910772,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,192,10.71513056755066,7148,scaled_mse,0.921042157199537,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,192,10.71513056755066,7148,scaled_mae,0.7268416262289965,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,336,12.69468116760254,3088,mse,1.030847362240705,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,336,12.69468116760254,3088,mae,0.7596307768473266,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,336,12.69468116760254,3088,scaled_mse,1.0234682836389206,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,336,12.69468116760254,3088,scaled_mae,0.7594515029558264,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,192,14.815256118774414,7148,mse,0.8772042427939489,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,192,14.815256118774414,7148,mae,0.6954656990507203,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,192,14.815256118774414,7148,scaled_mse,0.8718168800116485,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,192,14.815256118774414,7148,scaled_mae,0.6956178997061796,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,336,15.217578887939451,3088,mse,0.945147025636811,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,336,15.217578887939451,3088,mae,0.7368028012259896,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,336,15.217578887939451,3088,scaled_mse,0.935344491032446,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,336,15.217578887939451,3088,scaled_mae,0.7357218844641489,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,192,18.16299819946289,7148,mse,0.6777316037075943,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,192,18.16299819946289,7148,mae,0.5860089790574131,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,192,18.16299819946289,7148,scaled_mse,0.6781369197725434,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,192,18.16299819946289,7148,scaled_mae,0.5883213769789942,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,192,27.89790415763855,9989,mse,9.74670239015679,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,192,27.89790415763855,9989,mae,0.4668562017579408,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,192,27.89790415763855,9989,scaled_mse,11.74685049081769,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,192,27.89790415763855,9989,scaled_mae,0.468774972720107,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,336,18.474361896514893,3088,mse,0.9121348434013284,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,336,18.474361896514893,3088,mae,0.706657730247999,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,336,18.474361896514893,3088,scaled_mse,0.9033642230806288,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,336,18.474361896514893,3088,scaled_mae,0.7056346048264311,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,192,18.81705904006958,7148,mse,0.4897697105853292,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,192,18.81705904006958,7148,mae,0.4702811887914724,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,192,18.81705904006958,7148,scaled_mse,0.4885462686425286,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,192,18.81705904006958,7148,scaled_mae,0.4711940974958557,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,336,22.37589454650879,3088,mse,0.6594358183985584,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,336,22.37589454650879,3088,mae,0.5722296863413507,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,336,22.37589454650879,3088,scaled_mse,0.6634823476098173,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,336,22.37589454650879,3088,scaled_mae,0.5752445439862721,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,336,35.61242461204529,6567,mse,2642.95808452084,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,336,35.61242461204529,6567,mae,0.5488406884613725,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,336,35.61242461204529,6567,scaled_mse,3273.2111283425666,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,336,35.61242461204529,6567,scaled_mae,0.5587452889321636,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,192,21.48298454284668,7148,mse,0.5241307637488688,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,192,21.48298454284668,7148,mae,0.4726932031783823,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,192,21.48298454284668,7148,scaled_mse,0.5222390963343717,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,192,21.48298454284668,7148,scaled_mae,0.4735719200461397,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,336,25.512691020965576,3088,mse,0.508330741780005,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,336,25.512691020965576,3088,mae,0.4855720058991728,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,336,25.512691020965576,3088,scaled_mse,0.5094484700637903,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,336,25.512691020965576,3088,scaled_mae,0.4869856690405304,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,192,24.95633745193481,7148,mse,0.965267909928465,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,192,24.95633745193481,7148,mae,0.4767354510892956,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,192,24.95633745193481,7148,scaled_mse,0.9620827679930494,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,192,24.95633745193481,7148,scaled_mae,0.4776083503526722,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,336,30.252460956573486,3088,mse,0.8197750511773123,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,336,30.252460956573486,3088,mae,0.4943324139312433,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,336,30.252460956573486,3088,scaled_mse,0.8113612960193469,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,336,30.252460956573486,3088,scaled_mae,0.4955901758556169,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,720,16.851409435272217,6446,mse,1.033086409478035,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,720,16.851409435272217,6446,mae,0.7713214631423306,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,720,16.851409435272217,6446,scaled_mse,1.0310363343246551,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,1,False,512,720,16.851409435272217,6446,scaled_mae,0.7704091036668829,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,336,34.87915682792664,3088,mse,447.2193258715986,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,336,34.87915682792664,3088,mae,0.5828531224176349,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,336,34.87915682792664,3088,scaled_mse,452.69759491734914,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,7,False,512,336,34.87915682792664,3088,scaled_mae,0.5843918265642234,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,720,54.953354835510254,24040,mse,4783858.156221498,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,720,54.953354835510254,24040,mae,2.600174937132355,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,720,54.953354835510254,24040,scaled_mse,5796841.981891167,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,720,54.953354835510254,24040,scaled_mae,2.8184682716490475,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,720,19.28917241096497,6446,mse,0.9811094364821222,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,720,19.28917241096497,6446,mae,0.7651350230581502,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,720,19.28917241096497,6446,scaled_mse,0.9727531049581556,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,2,False,512,720,19.28917241096497,6446,scaled_mae,0.7640575967725521,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,720,26.02638292312622,6446,mse,0.9283536128349688,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,720,26.02638292312622,6446,mae,0.7318188698984762,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,720,26.02638292312622,6446,scaled_mse,0.9199244489568408,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,3,False,512,720,26.02638292312622,6446,scaled_mae,0.7305206154046843,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,720,31.82219076156616,6446,mse,0.7049807842516365,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,720,31.82219076156616,6446,mae,0.6178797102310999,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,720,31.82219076156616,6446,scaled_mse,0.7175972886199347,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,4,False,512,720,31.82219076156616,6446,scaled_mae,0.6221931237639001,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,18.67538857460022,18225,mse,0.4618079157397284,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,18.67538857460022,18225,mae,0.4347804498950671,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,18.67538857460022,18225,scaled_mse,0.4601297202888108,False,False
ETTh1,Salesforce/moirai-1.1-R-small,,7,7,False,512,96,18.67538857460022,18225,scaled_mae,0.4354443574472919,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,720,39.18029975891113,6446,mse,0.5255925772138085,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,720,39.18029975891113,6446,mae,0.5162875637245036,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,720,39.18029975891113,6446,scaled_mse,0.5438239322029096,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,5,False,512,720,39.18029975891113,6446,scaled_mae,0.5220353072766989,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,720,45.10649800300598,6446,mse,0.9159447797119088,False,False
ETTh1,Salesforce/moirai-1.1-R-small,pca,7,6,False,512,720,45.10649800300598,6446,mae,0.5245191836234944,False,False
