dataset,foundational_model,adapter,n_features,n_components,is_fine_tuned,context_length,forecasting_horizon,running_time,seed,metric,value,use_revin,pca_in_preprocessing
Electricity,AutonLab/MOMENT-1-large,pca,321,95,False,512,96,2427.9787447452545,26769,scaled_mse,0.8848467916025087,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,95,False,512,96,2427.9787447452545,26769,scaled_mae,0.7780276559046716,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,True,512,96,1726.066641330719,12949,mse,0.8605968295373253,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,True,512,96,1726.066641330719,12949,mae,0.5013540648769231,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,True,512,96,1726.066641330719,12949,scaled_mse,0.8706501757978787,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,True,512,96,1726.066641330719,12949,scaled_mae,0.5028922707737813,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,64,True,512,96,3928.294264793396,25849,mse,0.2243869318213308,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,64,True,512,96,3928.294264793396,25849,mae,0.3404444491356864,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,64,True,512,96,3928.294264793396,25849,scaled_mse,0.2269447574027909,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,64,True,512,96,3928.294264793396,25849,scaled_mae,0.3421024734392237,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,96,False,512,96,3516.092616796493,26769,mse,0.8860484022786886,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,96,False,512,96,3516.092616796493,26769,mae,0.7786880956725905,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,96,False,512,96,3516.092616796493,26769,scaled_mse,0.8916717047519652,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,96,False,512,96,3516.092616796493,26769,scaled_mae,0.7811237488075701,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,False,512,96,4113.43970823288,29756,mse,1.467421725543841,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,False,512,96,4113.43970823288,29756,mae,0.8115484108362726,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,False,512,96,4113.43970823288,29756,scaled_mse,1.481777865450296,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,1,False,512,96,4113.43970823288,29756,scaled_mae,0.8138391782676532,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,True,512,96,4468.878544569016,12949,mse,0.6202559727685404,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,True,512,96,4468.878544569016,12949,mae,0.3783323447865798,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,True,512,96,4468.878544569016,12949,scaled_mse,0.6283503107542644,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,True,512,96,4468.878544569016,12949,scaled_mae,0.3796586351920498,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,False,512,96,2830.797598361969,29756,mse,1.4530084296947023,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,False,512,96,2830.797598361969,29756,mae,0.8079254587105029,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,False,512,96,2830.797598361969,29756,scaled_mse,1.4668700135127863,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,51,False,512,96,2830.797598361969,29756,scaled_mae,0.8102255632646307,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,97,False,512,96,3349.2001214027405,26769,mse,0.8821613189373495,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,97,False,512,96,3349.2001214027405,26769,mae,0.7765330568302957,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,97,False,512,96,3349.2001214027405,26769,scaled_mse,0.8877614554153676,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,97,False,512,96,3349.2001214027405,26769,scaled_mae,0.7789681286040175,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,65,True,512,96,5422.556129217148,25849,mse,0.2251136864603364,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,65,True,512,96,5422.556129217148,25849,mae,0.3417407985681444,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,65,True,512,96,5422.556129217148,25849,scaled_mse,0.2276955548897816,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,65,True,512,96,5422.556129217148,25849,scaled_mae,0.3434169435776785,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,True,512,96,3966.94179224968,12949,mse,0.602520887155252,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,True,512,96,3966.94179224968,12949,mae,0.3748333076404421,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,True,512,96,3966.94179224968,12949,scaled_mse,0.6101686762256442,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,True,512,96,3966.94179224968,12949,scaled_mae,0.3761227928011828,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,False,512,96,2899.45911192894,29756,mse,1.44676373986251,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,False,512,96,2899.45911192894,29756,mae,0.8073478950067127,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,False,512,96,2899.45911192894,29756,scaled_mse,1.4604122057556514,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,101,False,512,96,2899.45911192894,29756,scaled_mae,0.8096238174764498,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,98,False,512,96,3629.736266374588,26769,mse,0.8679174840648496,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,98,False,512,96,3629.736266374588,26769,mae,0.7696932421838165,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,98,False,512,96,3629.736266374588,26769,scaled_mse,0.873482265312067,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,98,False,512,96,3629.736266374588,26769,scaled_mae,0.7721160478460933,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,66,True,512,96,4402.873467922211,25849,mse,0.220753927307164,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,66,True,512,96,4402.873467922211,25849,mae,0.3384311891096477,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,66,True,512,96,4402.873467922211,25849,scaled_mse,0.2233017876157781,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,66,True,512,96,4402.873467922211,25849,scaled_mae,0.3400941238347901,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,99,False,512,96,2915.303944826126,26769,mse,0.8814917574292921,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,99,False,512,96,2915.303944826126,26769,mae,0.7761427234053289,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,99,False,512,96,2915.303944826126,26769,scaled_mse,0.8871045049672502,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,99,False,512,96,2915.303944826126,26769,scaled_mae,0.7785708414972888,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,False,512,96,3962.7165179252634,29756,mse,1.4438299814797553,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,False,512,96,3962.7165179252634,29756,mae,0.807466008385141,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,False,512,96,3962.7165179252634,29756,scaled_mse,1.4573307572126704,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,False,512,96,3962.7165179252634,29756,scaled_mae,0.8097331764582508,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,True,512,96,5146.707452774048,12949,mse,0.5878134907556474,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,True,512,96,5146.707452774048,12949,mae,0.3748779786658461,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,True,512,96,5146.707452774048,12949,scaled_mse,0.5949747815117541,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,151,True,512,96,5146.707452774048,12949,scaled_mae,0.3761372299352548,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,True,512,96,23169.940373897552,10287,mse,1.1651559434563517,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,True,512,96,23169.940373897552,10287,mae,0.7647791079229551,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,True,512,96,23169.940373897552,10287,scaled_mse,1.1616028995029544,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,True,512,96,23169.940373897552,10287,scaled_mae,0.7659673190097096,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,100,False,512,96,4008.3662271499634,26769,mse,0.8812834463133793,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,100,False,512,96,4008.3662271499634,26769,mae,0.7760727329963566,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,100,False,512,96,4008.3662271499634,26769,scaled_mse,0.8868881530173525,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,100,False,512,96,4008.3662271499634,26769,scaled_mae,0.7785034942190064,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,67,True,512,96,5120.682265758514,25849,mse,0.219652642248195,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,67,True,512,96,5120.682265758514,25849,mae,0.3373215973994686,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,67,True,512,96,5120.682265758514,25849,scaled_mse,0.2221603446083233,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,67,True,512,96,5120.682265758514,25849,scaled_mae,0.3389671438933684,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,101,False,512,96,3120.544357061386,26769,mse,0.8840633577806634,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,101,False,512,96,3120.544357061386,26769,mae,0.7775266910648722,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,101,False,512,96,3120.544357061386,26769,scaled_mse,0.8896662651908067,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,101,False,512,96,3120.544357061386,26769,scaled_mae,0.7799541154590292,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,False,512,96,7045.338598966599,29756,mse,1.439405632968329,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,False,512,96,7045.338598966599,29756,mae,0.8070329400008094,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,False,512,96,7045.338598966599,29756,scaled_mse,1.4527758818199437,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,False,512,96,7045.338598966599,29756,scaled_mae,0.8093040365532356,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,68,True,512,96,4891.733289718628,25849,mse,0.2216721136813624,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,68,True,512,96,4891.733289718628,25849,mae,0.3402123394476292,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,68,True,512,96,4891.733289718628,25849,scaled_mse,0.2241831200240996,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,68,True,512,96,4891.733289718628,25849,scaled_mae,0.3418608126115953,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,False,512,96,33061.4370174408,1617,mse,1.0672578442236074,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,False,512,96,33061.4370174408,1617,mae,0.7738144144108172,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,False,512,96,33061.4370174408,1617,scaled_mse,1.0632147780014654,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,1,False,512,96,33061.4370174408,1617,scaled_mae,0.774997924430834,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,102,False,512,96,2909.253830909729,26769,mse,0.8792046563104067,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,102,False,512,96,2909.253830909729,26769,mae,0.7748152600504737,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,102,False,512,96,2909.253830909729,26769,scaled_mse,0.8848010586986896,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,102,False,512,96,2909.253830909729,26769,scaled_mae,0.7772373923092233,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,True,512,96,8913.047532320023,12949,mse,0.5737928796709091,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,True,512,96,8913.047532320023,12949,mae,0.3726447829958694,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,True,512,96,8913.047532320023,12949,scaled_mse,0.5806690942981894,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,201,True,512,96,8913.047532320023,12949,scaled_mae,0.3738808695331406,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,False,512,96,4371.612008333206,29756,mse,1.4338375291939196,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,False,512,96,4371.612008333206,29756,mae,0.8066578000345263,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,False,512,96,4371.612008333206,29756,scaled_mse,1.4471347379767912,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,False,512,96,4371.612008333206,29756,scaled_mae,0.8089203400335662,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,69,True,512,96,4527.30389046669,25849,mse,0.2217009862415389,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,69,True,512,96,4527.30389046669,25849,mae,0.3405641419601072,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,69,True,512,96,4527.30389046669,25849,scaled_mse,0.2242013104387018,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,69,True,512,96,4527.30389046669,25849,scaled_mae,0.3422088807873604,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,103,False,512,96,3990.8463068008414,26769,mse,0.880388909286352,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,103,False,512,96,3990.8463068008414,26769,mae,0.7754677248057652,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,103,False,512,96,3990.8463068008414,26769,scaled_mse,0.8859856300721538,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,103,False,512,96,3990.8463068008414,26769,scaled_mae,0.7778931776485409,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,104,False,512,96,3442.7219195365906,26769,mse,0.8786421472104988,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,104,False,512,96,3442.7219195365906,26769,mae,0.775261801768625,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,104,False,512,96,3442.7219195365906,26769,scaled_mse,0.8842268238518777,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,104,False,512,96,3442.7219195365906,26769,scaled_mae,0.7776756392627114,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,False,512,96,7118.694754123688,29756,mse,1.4300199015909691,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,False,512,96,7118.694754123688,29756,mae,0.8060580517173842,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,False,512,96,7118.694754123688,29756,scaled_mse,1.44321687649705,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,False,512,96,7118.694754123688,29756,scaled_mae,0.8083135522910728,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,70,True,512,96,5415.324590682983,25849,mse,0.2192372943814814,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,70,True,512,96,5415.324590682983,25849,mae,0.3370944508549651,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,70,True,512,96,5415.324590682983,25849,scaled_mse,0.2217133657286006,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,70,True,512,96,5415.324590682983,25849,scaled_mae,0.3387243895145855,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,True,512,96,8959.60271024704,12949,mse,0.55882356653905,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,True,512,96,8959.60271024704,12949,mae,0.3725210246333994,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,True,512,96,8959.60271024704,12949,scaled_mse,0.565489675041539,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,251,True,512,96,8959.60271024704,12949,scaled_mae,0.3737309075358715,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,105,False,512,96,3303.90569639206,26769,mse,0.8826416966941806,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,105,False,512,96,3303.90569639206,26769,mae,0.7769164006342072,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,105,False,512,96,3303.90569639206,26769,scaled_mse,0.8882436876186685,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,105,False,512,96,3303.90569639206,26769,scaled_mae,0.7793341345991781,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,2,True,512,96,21546.90319275856,10287,mse,1.2229048568521426,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,2,True,512,96,21546.90319275856,10287,mae,0.7895212195333572,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,2,True,512,96,21546.90319275856,10287,scaled_mse,1.218786759354532,False,False
ETTh1,AutonLab/MOMENT-1-large,simpleAE,7,2,True,512,96,21546.90319275856,10287,scaled_mae,0.7905383291629415,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,106,False,512,96,3316.4706122875214,26769,mse,0.874499918538831,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,106,False,512,96,3316.4706122875214,26769,mae,0.7728905408986065,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,106,False,512,96,3316.4706122875214,26769,scaled_mse,0.8800617133482409,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,106,False,512,96,3316.4706122875214,26769,scaled_mae,0.7753035738760039,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,71,True,512,96,5132.168678760529,25849,mse,0.2169096727160052,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,71,True,512,96,5132.168678760529,25849,mae,0.3354019832113328,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,71,True,512,96,5132.168678760529,25849,scaled_mse,0.2193847325268692,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,71,True,512,96,5132.168678760529,25849,scaled_mae,0.3370365208515191,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,False,512,96,6643.945209980011,29756,mse,1.425819223782286,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,False,512,96,6643.945209980011,29756,mae,0.8055352174407288,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,False,512,96,6643.945209980011,29756,scaled_mse,1.438961239872396,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,False,512,96,6643.945209980011,29756,scaled_mae,0.8077912178457497,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,107,False,512,96,2444.0445210933685,26769,mse,0.8716533402583632,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,107,False,512,96,2444.0445210933685,26769,mae,0.771505812547247,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,107,False,512,96,2444.0445210933685,26769,scaled_mse,0.8772193718949451,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,107,False,512,96,2444.0445210933685,26769,scaled_mae,0.7739162537330411,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,72,True,512,96,3888.776115179062,25849,mse,0.2171184468511444,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,72,True,512,96,3888.776115179062,25849,mae,0.3349160668159862,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,72,True,512,96,3888.776115179062,25849,scaled_mse,0.2195813609358817,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,72,True,512,96,3888.776115179062,25849,scaled_mae,0.3365467131887398,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,108,False,512,96,2389.359386205673,26769,mse,0.8747675671629968,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,108,False,512,96,2389.359386205673,26769,mae,0.7728936570454337,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,108,False,512,96,2389.359386205673,26769,scaled_mse,0.880343194778144,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,108,False,512,96,2389.359386205673,26769,scaled_mae,0.7753088218133957,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,True,512,96,10476.116311073303,12949,mse,0.5478843344418628,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,True,512,96,10476.116311073303,12949,mae,0.3698989550238122,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,True,512,96,10476.116311073303,12949,scaled_mse,0.5543616202894083,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,301,True,512,96,10476.116311073303,12949,scaled_mae,0.371076476006969,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,109,False,512,96,2639.7007191181183,26769,mse,0.8756997702443827,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,109,False,512,96,2639.7007191181183,26769,mae,0.7736312742150812,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,109,False,512,96,2639.7007191181183,26769,scaled_mse,0.8812615256506833,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,109,False,512,96,2639.7007191181183,26769,scaled_mae,0.7760418785954823,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,73,True,512,96,3678.588083267212,25849,mse,0.2163023827446513,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,73,True,512,96,3678.588083267212,25849,mae,0.3350805861748026,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,73,True,512,96,3678.588083267212,25849,scaled_mse,0.2187520303881811,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,73,True,512,96,3678.588083267212,25849,scaled_mae,0.3367049579565143,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,401,False,512,96,6714.697286367416,29756,mse,1.4212787474884043,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,401,False,512,96,6714.697286367416,29756,mae,0.805339544642578,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,401,False,512,96,6714.697286367416,29756,scaled_mse,1.4343989238138175,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,401,False,512,96,6714.697286367416,29756,scaled_mae,0.8075998771544052,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,110,False,512,96,3715.965885877609,26769,mse,0.8785617275490527,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,110,False,512,96,3715.965885877609,26769,mae,0.7745944470371094,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,110,False,512,96,3715.965885877609,26769,scaled_mse,0.8841439210964146,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,110,False,512,96,3715.965885877609,26769,scaled_mae,0.7770126914526033,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,74,True,512,96,4657.112468957901,25849,mse,0.2148048190869368,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,74,True,512,96,4657.112468957901,25849,mae,0.334176309336329,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,74,True,512,96,4657.112468957901,25849,scaled_mse,0.2172208286981999,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,74,True,512,96,4657.112468957901,25849,scaled_mae,0.3357824283238985,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,111,False,512,96,2472.998141527176,26769,mse,0.8758821218106337,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,111,False,512,96,2472.998141527176,26769,mae,0.7733041155550877,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,111,False,512,96,2472.998141527176,26769,scaled_mse,0.8814549768407206,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,111,False,512,96,2472.998141527176,26769,scaled_mae,0.7757175828664257,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,451,False,512,96,7073.713647603989,29756,mse,1.414224242994712,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,451,False,512,96,7073.713647603989,29756,mae,0.8049783187930959,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,451,False,512,96,7073.713647603989,29756,scaled_mse,1.427261450773851,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,451,False,512,96,7073.713647603989,29756,scaled_mae,0.8072394405779385,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,75,True,512,96,3746.07017660141,25849,mse,0.2185293867309775,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,75,True,512,96,3746.07017660141,25849,mae,0.3359174379747181,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,75,True,512,96,3746.07017660141,25849,scaled_mse,0.2209508596827804,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,75,True,512,96,3746.07017660141,25849,scaled_mae,0.3375180662681141,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,112,False,512,96,2516.475660800934,26769,mse,0.8750452435629532,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,112,False,512,96,2516.475660800934,26769,mae,0.7734387466100042,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,112,False,512,96,2516.475660800934,26769,scaled_mse,0.880591445603263,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,112,False,512,96,2516.475660800934,26769,scaled_mae,0.7758506625714008,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,113,False,512,96,2488.852358341217,26769,mse,0.8802684094852001,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,113,False,512,96,2488.852358341217,26769,mae,0.7755943349652626,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,113,False,512,96,2488.852358341217,26769,scaled_mse,0.885830094014606,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,113,False,512,96,2488.852358341217,26769,scaled_mae,0.7780118805248684,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,True,512,96,14034.40945982933,12949,mse,0.5333288631345021,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,True,512,96,14034.40945982933,12949,mae,0.3675221555935565,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,True,512,96,14034.40945982933,12949,scaled_mse,0.5396671428684419,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,351,True,512,96,14034.40945982933,12949,scaled_mae,0.3686829976338451,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,76,True,512,96,3790.562540769577,25849,mse,0.2161707431841948,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,76,True,512,96,3790.562540769577,25849,mae,0.3326628343294538,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,76,True,512,96,3790.562540769577,25849,scaled_mse,0.2185796227818167,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,76,True,512,96,3790.562540769577,25849,scaled_mae,0.3342567947801198,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,114,False,512,96,2471.4151544570923,26769,mse,0.8797660701649155,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,114,False,512,96,2471.4151544570923,26769,mae,0.7751504793598858,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,114,False,512,96,2471.4151544570923,26769,scaled_mse,0.8853254845553169,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,114,False,512,96,2471.4151544570923,26769,scaled_mae,0.7775669845198784,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,501,False,512,96,7282.018075704575,29756,mse,1.409679021466362,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,501,False,512,96,7282.018075704575,29756,mae,0.8045157278026772,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,501,False,512,96,7282.018075704575,29756,scaled_mse,1.422603243110764,False,False
Traffic,AutonLab/MOMENT-1-large,pca,862,501,False,512,96,7282.018075704575,29756,scaled_mae,0.8067772183702491,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,115,False,512,96,3038.035156965256,26769,mse,0.880512802337635,False,False
Electricity,AutonLab/MOMENT-1-large,pca,321,115,False,512,96,3038.035156965256,26769,mae,0.7756800097840599,False,False
