dataset,model,adapter,n_features,n_components,context_length,forecasting_horizon,num_layers,hidden_dim,learning_rate,batch_size,coeff_reconstruction,running_time,seed,mse,mae,test_mse,test_mae,num_coupling,scaled_mse,scaled_mae,test_scaled_mse,test_scaled_mae
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,64,0.001,64,1.0,66.09868502616882,24141,0.9024532668738524,0.732937728637966,6.132117766001529,1.7329715181451883,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.01,64,1.0,53.96294784545898,24141,0.6999546654139042,0.6609304900789208,5.056558014774126,1.570673071788183,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,128,0.001,64,0.1,60.80169987678528,24141,0.902068831537004,0.7356599255117797,6.116614699679093,1.7363557699880008,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,128,0.001,32,0.1,86.69919729232788,24141,0.842467994587019,0.7072186335082467,5.642044905918481,1.6619754416745869,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.001,32,10.0,66.96481108665466,24141,0.7089845573577978,0.6707107017720999,5.161905044396532,1.5949374466376172,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.001,64,0.01,61.90052604675293,24141,0.8486104752341954,0.7088042581195677,5.83948122251106,1.6930125363973838,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.001,64,0.1,40.384610176086426,24141,0.6675154873393784,0.6455688669734808,5.083957663583328,1.5670174309620994,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.001,64,0.01,58.149245738983154,24141,0.7427174734903959,0.6665282453811943,5.318865953894224,1.619006868309035,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.001,32,0.1,63.90060043334961,24141,0.7143834007907734,0.6689791252010167,4.991871792844947,1.627576097945623,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.01,32,10.0,45.408132791519165,24141,0.7055965953141107,0.6642372235664985,5.1289019427885965,1.5802064160143827,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.01,32,10.0,38.38788938522339,24141,0.7084535331462787,0.6634044523923733,5.182853088672491,1.5846650328052028,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.001,32,0.01,97.18688654899596,24141,0.9859798401437094,0.728336103453342,6.116792106164884,1.7028001749706214,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.01,64,0.1,28.547576189041138,24141,0.67621779549147,0.6405348900936361,5.563773738794284,1.5893744099805382,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.01,32,0.01,73.98073410987854,24141,0.8394779666008191,0.6858865330680214,5.645711169937,1.6417587924946528,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,64,0.01,64,0.01,35.998108863830566,24141,0.7807306199237942,0.6749954575816538,5.369788098065988,1.5956799226452771,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.001,32,1.0,82.5786144733429,24141,0.8666381175577058,0.7219114927444695,6.023153571242247,1.719507972353055,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,64,0.01,64,0.1,53.79357886314392,24141,0.8038706905756807,0.6747566759922553,5.766262325677836,1.6602557762752883,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.01,64,10.0,19.88656187057495,24141,0.7068642118071919,0.6751559479967234,4.923882956029107,1.5704218844430236,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.001,64,0.1,133.9644639492035,24141,0.7418415314056457,0.6478107485489226,5.48688339948907,1.598138545153698,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,64,0.001,32,1.0,79.94501280784607,24141,0.8846169246377893,0.7327161141379238,6.093749707665201,1.7376878342198785,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.01,32,10.0,28.933815479278564,24141,0.7042273582708263,0.6626846483396541,5.110142723462405,1.5772256678348655,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,64,0.01,32,0.1,56.1415114402771,24141,0.7168215761561986,0.6523043719739235,5.136699137302051,1.5945972075291714,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,64,0.001,64,10.0,91.36456108093262,24141,0.8848382932447307,0.731403070802358,6.075194020117785,1.7332939333203905,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,128,0.001,32,1.0,45.38766551017761,24141,0.89370902572319,0.7285315762851561,6.10550281850894,1.7264144794951286,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.01,64,10.0,29.0625274181366,24141,0.7055736668786857,0.6624406847217615,5.1578187586498245,1.5823012838592698,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.001,64,1.0,69.68184399604797,24141,0.955795129509418,0.7564700354274612,6.304466839540237,1.7637904186060862,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.001,64,1.0,47.79716610908508,24141,0.7167195539374343,0.673478568558137,5.263230803291449,1.6073346020008945,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.01,32,1.0,27.49678039550781,24141,0.7938897337579736,0.685368591908139,5.65920448544437,1.6428995231473795,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.01,64,10.0,22.394773483276367,24141,0.7779926975564181,0.6827156028643333,5.589462154991603,1.6403031464397158,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.001,64,0.1,68.44843292236328,24141,0.6948458174608465,0.6542156351587363,5.092001984856126,1.5905841228894082,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.001,32,1.0,62.457667112350464,24141,0.8985320713239301,0.7325152941989705,6.12902880126613,1.7350856077401424,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.001,64,0.01,99.97366905212402,24141,0.8712072663331977,0.7166789056178043,5.943663328945805,1.663343729869718,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.001,32,0.1,56.26740884780884,24141,0.7792640448291256,0.6613206688565815,6.0915052756964965,1.6667769669953991,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.01,64,10.0,37.20313048362732,24141,0.8251913487153597,0.6922865529714595,5.749544948710506,1.650376623435043,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,128,0.01,64,0.01,33.38517117500305,24141,0.7850974526261036,0.666312324950357,5.307805078972469,1.6121243894371744,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.001,32,0.1,94.87445902824402,24141,0.8858846118469675,0.7269568289056328,5.989097821575157,1.7104936784290132,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.01,64,0.01,26.521143913269043,24141,0.6988898810141749,0.658747789073694,5.30595858273102,1.5831898406646243,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.001,64,1.0,61.98583030700684,24141,0.7073837343314551,0.669227856795378,5.168072019240117,1.5977411481749326,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.01,64,0.1,45.52962732315064,24141,0.7475098081945025,0.6538373667398526,5.452204300084071,1.6164998764543093,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.01,32,10.0,17.919027090072632,24141,0.8143201429027629,0.6866805846474234,5.72685112963271,1.644070982473667,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.01,32,0.1,73.57210922241211,24141,0.7461856726713028,0.6704228221604621,5.299762572638214,1.61060566262164,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.01,32,10.0,44.12142014503479,24141,0.8113953969227208,0.6865847726910073,5.706448300190358,1.6402834074793526,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.01,64,1.0,43.18576002120972,24141,0.7723327942973253,0.674998143448729,5.528051148086419,1.6155447641127647,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.001,32,10.0,43.20686650276184,24141,0.7107075594375608,0.6674430860066286,5.196503413345591,1.59340499280373,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,1.0,128,0.001,32,1.0,104.30859804153442,24141,0.897120519999719,0.7262450351030636,6.098785878184528,1.7163585480784502,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.001,64,0.01,68.57157969474792,24141,0.6635655028229382,0.6356869641976697,5.557975834400947,1.59482187346867,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,64,0.001,32,1.0,91.6084086894989,24141,0.845623274348817,0.7107980008356569,5.938909491733397,1.699550788452929,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,64,0.001,32,0.1,54.1048800945282,24141,0.7266276445103548,0.650490195725377,5.494259489143832,1.6108554907130803,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,0.0,128,0.001,64,10.0,66.22761106491089,24141,0.896214699861346,0.734724909403533,6.137653874986992,1.7374273612202251,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,7,512,24,2.0,128,0.01,32,0.01,74.44965410232544,24141,1.0498003565690983,0.747917002835063,6.084556334601741,1.7173273710333108,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.001,64,0.1,185.00344395637512,6814,2.322187860914814,1.1924557972802965,1.4080392013163945,0.8639893423292877,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,32,0.01,234.5817472934723,6814,2.2164636566953573,1.1594527703785489,1.9635684741552784,1.0422760855004365,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,32,1.0,214.45443153381348,6814,1.7102370290804587,0.95525504528222,1.2163425568231998,0.8509715061007558,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.01,32,1.0,232.82760405540463,6814,2.400944382495892,1.206002885197812,1.4692491602324331,0.9010300152867686,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.001,64,1.0,190.93658447265625,6814,1.8443482472116024,1.021587689116657,1.1187317686460274,0.7914608777424398,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.001,32,1.0,237.4338457584381,6814,2.112871323553819,1.1222169520531498,1.9406346628287985,1.0796349775351657,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,32,0.01,252.3899362087249,6814,1.6977022452216717,0.9597414463454708,1.1603680827824885,0.8194826149482888,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,32,1.0,277.47599959373474,6814,2.034376480216475,1.080891906262249,1.983045065132328,1.0247935980018594,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.01,64,0.01,286.136593580246,6814,2.1131205960672164,1.130297594526844,1.5159837622549068,1.0265547228123726,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.001,32,0.1,251.2054841518402,6814,1.9013137227246,1.0082383944664377,1.1145675012896163,0.8213998130367639,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,64,0.1,282.9643609523773,6814,1.7580708215493,1.0063394276327708,1.13751357287533,0.826172617311826,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.01,64,1.0,360.10984921455383,6814,1.9416467737229628,1.061576716255214,1.929722989702322,1.0345354916071603,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,64,10.0,328.1703314781189,6814,2.3411339249785645,1.1965715624635054,1.68905718493173,1.0058629625339146,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,64,0.1,471.8387537002564,6814,1.5430434047073016,0.8944294307968015,1.0924962416060138,0.7671808214337299,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,64,10.0,506.0470652580261,6814,1.5227317945445304,0.8879711145565516,1.0693646876916607,0.7863199282109754,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.01,32,0.1,516.2360744476318,6814,1.8395628098116148,1.0390256452981457,1.090744352545442,0.7856415279744926,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.001,64,10.0,186.466073513031,6814,1.7805267723724114,0.9620201392961204,1.6100324478717238,0.9425605954173456,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.001,64,0.1,179.2250039577484,6814,2.10955308695715,1.0723195292644443,1.4853015393183369,1.0048944405617564,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.01,32,0.1,220.919813156128,6814,1.9635800053475163,1.067830105043304,1.9773949375096185,1.0484849914293763,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,64,1.0,274.9119155406952,6814,1.5184687700825257,0.8961449900682679,1.249364720981788,0.7832599332251333,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,32,0.1,209.85776495933533,6814,1.865324385913743,1.0074533050579164,1.8033872531215325,1.028745719307574,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.001,32,10.0,210.44499444961548,6814,2.063931783886964,1.0882552870195668,1.3654133141504148,0.9117963228791994,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.01,64,0.1,281.33328771591187,6814,2.0345438551500776,1.0941057474456586,1.4713397920962712,0.863669443605919,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.001,32,0.1,229.5713357925415,6814,1.6694378995291186,0.9695086407705636,1.123724289712685,0.8164976864745878,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.001,32,1.0,271.89342641830444,6814,1.58495876001424,0.9195873995074042,1.1182780699450383,0.8318563024182881,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,64,0.01,291.8532176017761,6814,1.971580408155177,1.0690427793486972,1.2464003639768837,0.8585729780902894,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.01,32,10.0,313.0864832401276,6814,1.6953849261720648,0.9781628879475922,1.3919845637144928,0.8837943582650716,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.01,64,0.01,331.28290033340454,6814,1.819366297067375,1.0019829756738026,1.1875430903809685,0.8232147486146905,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.01,32,1.0,295.0641450881958,6814,2.1143320571266417,1.0917534912487628,1.3113769377604394,0.8962315889481929,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.001,64,1.0,335.8389086723328,6814,1.84179912534337,1.037633811368576,1.539222975505363,1.0129940650778404,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.01,64,1.0,367.7971215248108,6814,1.484061372325648,0.8705902449113793,1.0913541839658845,0.7984815106273251,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.01,32,0.1,465.3343634605408,6814,1.7299708418152009,1.0218419247200772,1.7093929990789156,1.0579088711940852,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.001,64,0.1,192.4074718952179,6814,2.0629181086193005,1.0892966903784207,1.4455549047555012,0.974951101326488,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.001,64,0.01,187.5221261978149,6814,1.9057819638511315,1.0512839725576124,1.4733772252232804,0.98186585289611,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.01,64,0.1,220.9782042503357,6814,1.8305879420102875,1.00444765506907,1.861518282340928,0.9948754568240912,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,64,0.1,189.42215967178345,6814,2.0651315059679303,1.1068030789520529,1.4139000460097693,0.8655627769542498,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.01,32,0.01,211.7100727558136,6814,2.069062030110046,1.0862767272300085,1.5030492981207957,0.9280558580173868,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.01,64,10.0,259.3642067909241,6814,1.6641351892452927,0.951117737514433,1.4315363546374569,0.9786041706502056,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,64,0.01,197.26052856445312,6814,1.647300085885162,0.9551648211074504,1.055568410251016,0.7876441655311297,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.001,32,0.01,244.8000288009644,6814,2.1071210720808446,1.0877988323305865,1.3555345348650722,0.91262459186459,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.01,64,1.0,290.7326054573059,6814,1.8412060548520983,0.9917991770552624,1.884633522391457,1.1578785226920263,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,64,10.0,243.10292553901672,6814,1.5884643256417663,0.9206476346575,1.1204207138717364,0.8114538834445477,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.01,32,1.0,271.4553577899933,6814,1.906169201674516,1.0564112571575572,1.304137959100214,0.9173164808462936,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,64,10.0,292.2890615463257,6814,1.5355556964664243,0.8953852307812584,1.0897623002177392,0.8019655123224777,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.001,64,1.0,310.12722277641296,6814,1.6807283500552934,0.9551718252212869,1.105458189677712,0.8054369868061104,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.01,32,1.0,400.81142687797546,6814,2.055536698674917,1.0924372658337418,1.9631926656145,1.0652223809557997,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,32,1.0,495.3287055492401,6814,1.486817121173299,0.8752164282984318,1.1163365402979832,0.8251231164011866,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.01,64,10.0,577.0179550647736,6814,2.0945715192735226,1.0807084883757143,1.4287806788362618,0.9431336218571624,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.001,64,1.0,187.7957148551941,6814,1.962316302761548,1.0693185820643587,1.6229889029735425,0.9736652242276724,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.001,64,1.0,177.88623452186584,6814,1.689290629577381,0.9527654338634686,1.205499397931495,0.8526319225975081,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,64,1.0,195.97502493858337,6814,1.8846928909627736,1.0343359352672683,1.593242071854969,0.9574499089732124,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.01,32,0.01,194.31845688819885,6814,2.3702273011535446,1.188201226160091,1.7688345253552626,0.979584977275022,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.001,64,0.1,191.22757029533383,6814,2.0073729911963247,1.0717548925937972,1.324618720376066,0.9362709267125928,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.01,64,10.0,191.2355759143829,6814,2.179546778107217,1.135287636046426,1.8153892620786416,0.9976977008499088,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,32,0.1,217.80861568450928,6814,2.2609778145336863,1.1740945997968004,1.2193464784805157,0.8384027559903148,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.001,32,0.1,226.30554485321045,6814,1.96562223560778,1.0313990089255676,1.6794658999465866,0.982525802191364,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,32,10.0,337.98232197761536,6814,1.6283276818846344,0.9475235331171464,1.0881538391508925,0.7936003153634993,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,64,0.01,310.392924785614,6814,2.0748516995467883,1.078820888835818,1.6085306777682586,0.9216408382549316,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.001,32,1.0,314.34090304374695,6814,1.6591623156986814,0.9611883322918056,1.118437680466171,0.8008341852396769,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.001,32,10.0,314.32542085647583,6814,1.717429687964274,0.9699507382692388,1.1073621815937695,0.8113233577773526,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,32,0.1,356.290815114975,6814,1.6949866097013748,0.9599918892793612,1.462812281355259,0.8712294317993782,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,32,10.0,400.1220500469208,6814,1.614408678553094,0.936325705607346,1.2974791178352458,0.8174332313176161,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.01,64,0.1,396.25455117225647,6814,2.3369050780673284,1.2164801250572828,1.1414974686235284,0.8134112468800366,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.001,32,10.0,446.93478512763977,6814,1.6660435089306214,0.9399503819971928,1.4130788503847904,0.8892493079192749,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.001,32,0.01,209.2944288253784,6814,1.672330811370511,0.953586485969817,0.9756169927964352,0.7277785042879925,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.001,32,0.1,219.41554498672485,6814,1.9150532820274115,1.0570748187650685,1.2176585831176974,0.8340162836937942,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.01,64,0.1,265.4457275867462,6814,1.9259442473588648,1.0817288968852063,1.8993675801416248,1.1213347087269627,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,64,1.0,238.1136176586151,6814,1.5843635765758906,0.9070087365062208,1.1163794896195007,0.7941908369072104,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.01,32,10.0,269.65612387657166,6814,2.256577310651384,1.146181563802917,1.4202273318615215,0.9170722408070888,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.001,32,0.01,210.5435447692871,6814,2.216347352727915,1.1578019390274013,1.3393848365142615,0.8675651340213034,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.001,32,10.0,220.665596485138,6814,1.9315486384568048,1.0310995080963048,1.7290932670382222,0.9850963079045656,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.001,64,10.0,214.93566799163816,6814,2.128049124208259,1.0904567779030778,1.3480342779432477,0.8923908488096696,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.001,32,1.0,230.09629130363464,6814,2.201553300688445,1.1587017785384313,1.6596726507067805,1.0299304612405322,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,128,0.01,64,0.1,225.22050166130063,6814,1.8534487267940616,1.0328552733411236,1.656389089180691,1.0227232747076127,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,2.0,64,0.01,32,0.01,337.8212344646454,6814,2.444515542590342,1.2089406610621256,1.8008911381484811,1.0869181748211216,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,64,0.01,64,0.01,308.0526669025421,6814,1.71107985650458,0.9718299352389972,1.201386854067259,0.8736860060681917,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,32,1.0,352.6692397594452,6814,2.180695500258377,1.1481970055119757,1.5869299660614398,0.9691630593894416,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,64,0.01,64,10.0,372.34947538375854,6814,1.7996090731397856,1.025761914703703,1.2416797055984288,0.8497671167949082,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,1.0,128,0.01,64,10.0,411.2029449939728,6814,1.7733090440029051,0.98883590470672,1.4720308764866723,0.9378913450885848,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,simpleAE,7,1,512,96,0.0,128,0.01,32,1.0,469.60051107406616,6814,2.285376262318449,1.1564896962834863,1.5114891174170495,0.9075858979819412,,,,,
