dataset,model,adapter,n_features,n_components,context_length,forecasting_horizon,num_layers,hidden_dim,learning_rate,batch_size,coeff_reconstruction,running_time,seed,mse,mae,test_mse,test_mae,num_coupling,scaled_mse,scaled_mae,test_scaled_mse,test_scaled_mae
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.01,215.6842885017395,3170,1.0185554773302452,0.783774293302238,6.650870569899925,1.8385101030525763,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.01,64,10.0,176.72534584999084,3170,0.7111097085270635,0.6804688014368648,5.397450356718903,1.6599707253866196,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.01,64,1.0,241.34711170196533,3170,0.699655228628939,0.6688357995355467,4.627068589085662,1.5751006963517469,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.1,210.37625551223755,3170,0.9956295800652776,0.7590423542071925,6.68307301382923,1.7972225437924625,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,64,0.01,64,10.0,492.435608625412,10346,1.4846107423504895,0.8712116882569535,1.0908274093456178,0.7959345400213296,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.01,64,1.0,230.52386689186096,3170,0.7381478064703892,0.6750520506275951,5.51047499038734,1.6296580730422263,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,1.0,286.8362305164337,3170,0.8384010155855091,0.6858955538681453,6.661246314556102,1.826018546921027,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.01,32,1.0,196.69917750358584,3170,0.8696857598920179,0.7088371487279935,6.1920001233067445,1.6918719118333914,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,64,0.001,32,0.1,563.5023646354675,10346,1.8317375285268287,1.011993104863023,1.316847972936141,0.8892004840457538,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.1,628.0664846897125,3170,0.6960958295805032,0.657038793870749,4.968438498378607,1.554073726534648,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.01,251.333993434906,3170,0.7137499396164921,0.6647378490283792,5.085819308227643,1.5695754285505716,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,64,10.0,260.7970426082611,3170,0.7468225687662178,0.6829369032965825,5.621749598022298,1.673568793781452,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.1,258.5574326515198,3170,0.7231872545289413,0.6650161715275653,5.543331331154348,1.6181805197204715,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,64,1.0,600.0407452583313,3170,0.8522203624224243,0.6904401374319387,6.159420889079819,1.6787112914002382,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,64,0.01,541.1660325527191,3170,0.7281881734693372,0.673451068401049,5.695022095691873,1.6769637523516292,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,64,0.1,798.342123746872,3170,0.6991552257536829,0.6561502322405154,4.164017144658168,1.4398608652733405,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,1.0,563.252660036087,3170,0.7981611781862109,0.700572824626204,6.615161548632243,1.817735387162858,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.01,447.5008499622345,3170,0.8599465889159678,0.7058897867558416,6.671931627254573,1.7909015863286724,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,1.0,689.9849629402161,3170,0.7071180878459049,0.6633350480740402,5.253199839524854,1.590747290735563,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,1.0,667.5792002677917,3170,0.6992438958475047,0.6564066996823283,4.90051156023613,1.5339399526903448,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,64,0.1,598.1969773769379,3170,0.857992042152954,0.7164888057217926,5.907458981650716,1.6708163141922772,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.1,905.9602372646332,3170,0.7099167999911626,0.6628851228054862,5.011390265161945,1.562720041682519,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.01,64,0.1,1073.0976359844208,10346,1.4893072678209662,0.8735245317114181,1.09298953940741,0.7950506231052298,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,10.0,841.8973126411438,3170,0.7391687641372694,0.6708479802024983,5.5721211357834735,1.6241425272533072,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,64,0.1,956.0925984382628,3170,0.7215304719558564,0.6629904427519011,5.321391993692011,1.5758141960297654,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,128,0.001,32,0.01,1173.6736221313477,10346,2.243857171161414,1.138466110726012,1.7736499895632836,0.9635605743603824,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,10.0,1331.4812242984772,3170,0.8122950807695873,0.698948809285787,6.209572679127566,1.7247722597976325,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,64,0.01,1199.2479627132416,3170,0.7533863867146412,0.6754608068215584,5.9861172486880525,1.695276520274918,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.01,1594.1341922283173,3170,0.8002287172985597,0.6674231785508431,5.81824486854094,1.6039633166574845,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,1.0,1786.0812957286837,3170,0.7010268028918228,0.6579053965923533,4.900240581739644,1.5369847434079853,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0.0,0,0.001,32,0.1,1826.516229391098,3170,0.7659627439597683,0.6701026394982403,5.933736085165398,1.653482735549913,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.001,64,0.1,1276.337245941162,19074,1.473085414204648,0.8673082127635234,1.2943193170617038,0.9321642797144652,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,64,0.001,32,0.1,2259.486044645309,10346,1.9803191303056709,1.0679768661658224,1.579809020622598,0.9430049783776148,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,64,0.001,64,0.01,2478.107351064682,10346,1.7344383190174757,0.9726014697969398,1.3910394910024573,0.8389968075874984,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,64,0.1,1611.9507508277893,19074,1.4782159612339674,0.86719657573679,1.3751954575083998,0.9365324840478272,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,32,0.1,2159.0066368579865,19074,1.5163373689503272,0.885190861566688,1.3268027188337974,0.9523974948344852,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.001,32,1.0,1905.8668797016144,19074,1.4669356850207864,0.8665825589000931,1.1115937009246528,0.8114777819161483,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,64,1.0,2427.950278282165,19074,1.6072154540648136,0.9113370560261592,1.5409819725098337,1.0004589427495367,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,64,1.0,2078.2919516563416,19074,1.5177434346503609,0.8859136720858899,1.2787308128572878,0.9268739879483332,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,32,0.1,2148.592388153076,19074,1.7030612460056862,0.9411477095520124,1.069284616331514,0.7867712391923435,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,64,0.01,2190.277751684189,19074,1.586434357301042,0.9005482380881141,1.2821870740513648,0.8549568544816343,,,,,
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0.0,0,0.001,64,10.0,1107.803104877472,3170,0.7603421770098027,0.6673102024585407,5.942387426828443,1.669090060367838,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,32,0.1,2490.5711550712585,19074,1.4705072691754129,0.8610765724641403,1.094379992654045,0.8058223507931629,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.001,32,1.0,2655.193298339844,19074,1.494330264009062,0.8794960500982973,1.1008345125747652,0.8128766246589267,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,128,0.001,64,0.1,3380.3055424690247,10346,1.9978215256533656,1.0493196818601898,1.248741859279607,0.8471083434318606,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.001,64,1.0,2594.063749551773,19074,1.460067831478861,0.8650321886022898,1.3703989635775549,0.9721255818651288,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,32,1.0,2847.0027043819427,19074,1.5581263257958615,0.918940386380258,1.2725559032542182,0.9174604153943924,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,32,10.0,2714.0038588047028,19074,1.4749962039726352,0.8681199541850576,1.151783602688495,0.8437068045212708,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.001,32,0.01,2755.429631233216,19074,1.437174311719998,0.8665903085171223,1.094648346873632,0.7981706579174269,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,32,10.0,3484.56316113472,19074,1.486244635558297,0.8705428375945675,1.3693779989777486,0.9244284247616604,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,64,0.001,64,10.0,4049.663213014602,10346,1.4847848605720626,0.8715875245988056,1.0935034176379193,0.797385439965512,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.01,64,0.1,3260.4191365242004,19074,1.4663445636869816,0.8689968102667452,1.0991820501892038,0.8217214093151227,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,3,512,96,0.0,0,0.001,32,0.01,3909.1637046337128,19074,1.4938908292838144,0.8794292753444087,1.104655685646268,0.815319879331601,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,64,0.001,64,1.0,419.2935793399811,10346,1.5980930077784237,0.9221873963146584,1.1948349308965636,0.8518733348610686,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,128,0.01,64,1.0,413.6260235309601,10346,1.5825211001544048,0.9149698564511034,1.1698985418781522,0.8471344352635067,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,128,0.001,64,0.01,418.03564739227295,10346,1.6401907122044406,0.9404532585037446,1.1693322604712026,0.8139827830090856,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,64,0.01,64,0.01,564.3209345340729,10346,2.438661064399533,1.2000056745500116,1.6492075129272494,0.9688467679467948,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.001,32,10.0,1670.662922859192,10346,1.4832101332693677,0.8688882499498068,1.0887319821666108,0.8000100808653725,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,64,0.01,64,0.1,1839.778383493424,10346,1.7024918180630937,0.9614154546685338,1.2060081166293766,0.851303147458722,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,64,0.01,32,0.01,2459.087582349777,10346,1.6862196026802854,0.9518700964703346,1.2845769807202605,0.8760229956401298,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.001,32,10.0,2632.7352237701416,10346,1.4868965479947238,0.8762748213095441,1.0942963259802476,0.7946950967684311,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,0.1,2508.1874783039093,19074,1.508714411670531,0.8714721897644151,1.148148715588449,0.8218064438193889,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,1.0,2673.7602038383484,19074,1.6681785267933775,0.9257184631484332,1.0923201896124872,0.8053824932532365,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,0.1,2563.925733566284,19074,1.465666438204362,0.8676243126817383,1.1755107725030167,0.8696128233701047,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,0.01,2615.318484067917,19074,1.4947303957888272,0.8639045491868179,1.369771682417292,0.9432891472356104,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,0.1,2742.8277611732483,19074,1.566032314968197,0.9204321109320897,1.4322764391872562,0.9937533340120518,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,1.0,2836.58445096016,19074,1.5357498665216505,0.8804768529533102,1.0810128921215985,0.7963893620977741,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,1.0,2874.606677055359,19074,1.4681437544476317,0.8771056681440416,1.2629564765658667,0.8255587752065826,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,1.0,2886.325451374054,19074,1.474602114505258,0.8697411455370916,1.622034510167036,1.0409828552839069,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,10.0,2822.679697990417,19074,1.5525234590012271,0.893218574590268,1.0965709166291688,0.7789142224127356,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.1,3033.5383570194244,19074,1.5633331906538437,0.8823751440255957,1.275909185506077,0.8954453471272549,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,0.01,2901.233308315277,19074,1.5329334790367537,0.8838859085266129,1.546492616841658,0.9980760851459928,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,0.1,2872.935712099076,19074,1.5041196820110618,0.8735030601898199,1.4995449232552511,0.9804328719967088,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,0.01,3158.080103158951,19074,1.526415743385202,0.9005601802765744,1.1369201017446111,0.8168765890764708,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,1.0,2980.4995923042297,19074,1.6731607098114611,0.9419838873271884,1.3001690621197275,0.926592515651768,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,10.0,3287.442034959793,19074,1.8390649415684432,0.9960832048375444,1.1775979834903658,0.8215067616389397,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.01,3255.2102427482605,19074,1.5483358635519018,0.9156278822476844,1.4232255117982242,0.9730870942805304,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,10.0,3200.599488258362,19074,1.5262363689499223,0.8788821195519128,1.1584239504424356,0.863963133777519,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,1.0,3358.6943085193634,19074,1.5189876864472474,0.9013971850632756,1.1206144465127343,0.8122696228111228,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,10.0,3472.599710226059,19074,1.6210054007606731,0.9170107548720788,1.2197664857295285,0.8830154092610472,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,0.1,3582.647877216339,19074,1.472674244222064,0.8924635077680944,1.1712244542279449,0.8367260062621716,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,1.0,3553.722194671631,19074,1.5075671268908115,0.8905884036348632,1.2673430108931136,0.8562218928020741,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,64,0.001,64,0.1,1587.004878282547,10346,1.803647494941068,1.0178573658278758,1.5175715170061228,0.8880954948218832,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,1.0,3702.001693248749,19074,1.6363340635186236,0.913698540302698,1.2084996928729763,0.8597836059521818,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,1.0,3806.5526332855225,19074,1.4961249910728331,0.8801400545494853,1.3832533019097173,0.9642871393293474,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,10.0,3921.3293104171753,19074,1.510076650067417,0.8972203525859034,1.0907545912587564,0.7861775034418865,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,0.01,3860.195212125778,19074,1.5087747023715528,0.8978108228391513,1.142396766207756,0.8216844966724868,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,10.0,3894.0238461494446,19074,1.4859818102877358,0.8777298938535175,1.1142541005553108,0.8255980983735681,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,0.01,4059.748066425324,19074,1.4592771993988594,0.8691967928214651,1.1471731195718935,0.8351855839595682,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,128,0.001,32,0.1,1760.6545164585114,10346,2.379503574636764,1.193612345618284,1.4423563853296242,0.9003394104648609,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,0.01,3890.722217559816,19074,1.5344729925855245,0.9082509975077324,1.2170850337674757,0.883976874123889,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,0.1,4146.945014476776,19074,1.4448473097487775,0.8783023484610284,1.0848778933899776,0.8037038923406481,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,1.0,4144.702848911285,19074,1.4316721569279265,0.8706276613603058,1.097428796085392,0.7517367134388359,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,128,0.01,32,1.0,1917.8990252017973,10346,1.660384845869617,0.939186630388221,1.2375585181565272,0.8694484540835662,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.001,32,1.0,2067.1022753715515,10346,1.486522739506714,0.8715516093919876,1.0941879033977109,0.7949563053959597,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.1,4387.466735363007,19074,1.5670756168747924,0.9083942990373698,1.566240940759227,0.9930082890810876,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,0.1,4289.592616319656,19074,1.5379943741783149,0.9062992302384296,1.1841003456896468,0.8700513156479914,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,1.0,4390.796999931335,19074,1.4627748988493037,0.8726211964760008,1.2872694163971985,0.899275708888157,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.1,4445.415302038193,19074,1.751118417609898,0.970700750559528,1.2761802701670095,0.9086143160254054,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.001,32,0.01,2278.2444984912872,10346,2.115284180865493,1.1122857104374653,1.2862504557226857,0.8488795842074466,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,0.1,4582.159509420395,19074,1.4881027306987928,0.8825505838788704,1.1328457267968446,0.8194841458026677,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.01,64,1.0,2308.51114821434,10346,1.587078343064655,0.9173682579347222,1.1877369131563325,0.8556088462135368,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.01,32,0.1,2378.9248566627502,10346,1.4907656468948258,0.875034621006814,1.092405654787898,0.7954265929141865,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,128,0.01,32,0.01,2461.3193938732147,10346,1.92848550070672,1.0399150843543177,1.3558849659501229,0.8739165428190799,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,0.1,4539.630426168442,19074,1.5223515432799362,0.8957635553785793,1.0654110509433234,0.7582169678927734,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,1.0,4941.230300188065,19074,1.510664049849562,0.881468741258404,1.3237114942029422,0.9410708370648542,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.01,64,0.01,419.282187461853,10346,2.0531290909118867,1.0778204811063814,1.6170610652759585,0.9740274446262644,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,128,0.001,32,0.01,469.33625888824463,10346,2.0137887799046896,1.0724696731639634,1.582264509776134,0.9318683438759932,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,128,0.001,32,1.0,511.86472821235657,10346,1.5431726036492752,0.8994171126659299,1.174708138544473,0.8242565424253204,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,10.0,5119.563731193543,19074,1.5116105723235642,0.894911323501421,1.1241265169614667,0.8163462770543917,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,64,0.001,32,1.0,587.8201694488525,10346,1.5676713102253368,0.9033592437253114,1.1308544622253034,0.8198944958362215,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,2.0,128,0.001,64,0.01,642.5194973945618,10346,2.281716262471545,1.1644225273658364,1.3254380209331489,0.8184898665113729,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.1,5387.432787656784,19074,1.444709721946002,0.8543978933220869,1.273550311226347,0.9324212311327325,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,1.0,5382.01707983017,19074,1.4641024882729472,0.8753515546081062,1.3244618990382366,0.9324012883116936,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,64,0.01,32,10.0,1321.5537674427032,10346,1.482453725517439,0.8700118627094724,1.0911371968436965,0.7970550860936152,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,1.0,128,0.01,32,0.01,1581.3436942100525,10346,2.218527482374584,1.1355309727414766,1.492305627653772,0.9271356477477186,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,VAE,7,5,512,96,0.0,64,0.01,64,0.01,2117.5349481105804,10346,2.1841841831037754,1.1576717478298535,1.873273484318364,1.003557951217867,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.01,1912.4938659667969,19074,1.4865217891897553,0.8879632693619051,1.2985324325731886,0.9301045737603924,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,0.1,2159.5063354969025,19074,1.5076850700646944,0.8762154738235121,1.138017058276778,0.7950849920005206,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.01,2516.891675710678,19074,1.9657760973932985,1.0044284996594737,1.1952204553899335,0.8579748011517498,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,1.0,2264.3172268867493,19074,1.6301735512895563,0.923030913812883,1.1803517552660203,0.880669247090689,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,1.0,2497.411465168,19074,1.6451433319139377,0.9466602652570414,1.112451109897887,0.8115125154435461,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,1.0,2371.2519302368164,19074,1.4912146485259343,0.861989606080958,1.3985615394624944,0.931471092318872,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,10.0,2523.192586183548,19074,1.511066008703806,0.8990358680842541,1.2712836618884016,0.9106963690710288,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,1.0,2408.581493139267,19074,1.6285984622562122,0.9220940140504,1.4602360646941572,0.9922784361469108,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,0.1,2719.2635667324066,19074,1.505117042319702,0.8989045444255855,1.1423915691404176,0.7830751646776098,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,32,0.1,2708.9713022708893,19074,1.5474121921605215,0.8937440494071696,1.186972258909886,0.8642552700726364,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.01,64,0.01,2801.148812055588,19074,1.4523681958234234,0.8654886054829907,1.2089527363158217,0.8352774006220752,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,64,0.1,2816.664331674576,19074,1.4726054515224836,0.8625052389755367,1.0662159789228869,0.7609662016600618,,,,,
ETTh1_pred=96,AutonLab/MOMENT-1-small,linearAE,7,5,512,96,0.0,0,0.001,32,0.01,2748.08487033844,19074,1.537680770612019,0.8849102209405153,1.32597100496957,0.9279138684132516,,,,,
