dataset,foundational_model,adapter,n_features,n_components,is_fine_tuned,pca_in_preprocessing,use_revin,context_length,forecasting_horizon,running_time,seed,metric,value,train_size
Illness,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,24,85.27966332435608,28914.0,mae,1.215949336204976,141.0
Illness,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,24,85.27966332435608,28914.0,scaled_mse,2.3427660516232307,141.0
Illness,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,24,85.27966332435608,28914.0,scaled_mae,1.1458397152955606,141.0
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,90.75253963470459,31842.0,mse,2.6624651907098853,141.0
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,90.75253963470459,31842.0,mae,1.1211205536447473,141.0
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,90.75253963470459,31842.0,scaled_mse,2.037825714999816,141.0
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,90.75253963470459,31842.0,scaled_mae,1.0288004257281178,141.0
Illness,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,24,181.56531596183777,19561.0,mse,2.74358201762906,141.0
Illness,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,24,181.56531596183777,19561.0,mae,1.1513536274473555,141.0
Illness,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,24,181.56531596183777,19561.0,scaled_mse,2.1129079017353667,141.0
Illness,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,24,181.56531596183777,19561.0,scaled_mae,1.0595769680270042,141.0
